Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
5-September-2017,1619.00,1634.90,1619.00,1633.00,1629.582860177241327275,1047047,6221,1706249845.00,893361,85.32,15.90,14.00
4-September-2017,1615.00,1635.75,1596.20,1611.35,1613.510984640101263357,1027025,7786,1657116119.00,775601,75.52,39.55,-3.65
1-September-2017,1601.80,1615.95,1598.20,1609.35,1608.625735547779803853,202910,5453,326406248.00,82040,40.43,17.75,7.55
31-August-2017,1570.30,1597.50,1570.30,1593.50,1585.700940141562277217,314208,9754,498239921.00,115450,36.74,27.20,23.20
30-August-2017,1545.00,1568.60,1543.60,1564.15,1556.581700314873124652,188965,5859,294139461.00,43257,22.89,25.00,19.15
29-August-2017,1560.00,1566.80,1530.00,1531.75,1542.742948802979164517,203547,9964,314020699.00,88991,43.72,36.80,-28.25
28-August-2017,1579.00,1582.25,1561.70,1565.80,1568.057315041352085616,133246,4929,208937365.00,64275,48.24,20.55,-13.20
24-August-2017,1591.70,1592.20,1564.60,1567.40,1575.516926326281191784,168554,5170,265559680.00,57522,34.13,27.60,-24.30
23-August-2017,1567.00,1585.00,1554.00,1581.30,1567.352531625735148178,191458,5895,300082181.00,48727,25.45,31.00,14.30
22-August-2017,1574.00,1579.50,1558.00,1563.35,1571.219149912903489520,159019,4482,249853698.00,49601,31.19,21.50,-10.65
21-August-2017,1577.05,1585.10,1563.00,1565.80,1573.924633435790236109,436281,13239,686673413.00,225917,51.78,22.10,-11.25
18-August-2017,1566.00,1579.50,1553.65,1575.40,1568.463690788782690893,142815,5197,224000142.00,35537,24.88,25.85,9.40
17-August-2017,1571.70,1596.85,1560.10,1566.05,1580.653460417949691595,313387,7954,495356246.00,121316,38.71,36.75,-5.65
16-August-2017,1571.00,1578.00,1550.55,1566.95,1561.450133208810543300,239849,10298,374512253.00,68450,28.54,27.45,-4.05
14-August-2017,1556.50,1585.00,1556.50,1573.15,1572.439353108971721659,291672,10239,458636531.00,129209,44.30,28.50,16.65
11-August-2017,1554.90,1578.00,1535.50,1546.55,1556.808394950012105048,251961,9085,392255000.00,80886,32.10,42.50,-8.35
10-August-2017,1597.95,1606.85,1577.30,1584.05,1591.165153788778858428,339199,6331,539721629.00,193193,56.96,29.55,-13.90
9-August-2017,1600.00,1619.90,1585.75,1598.85,1605.260772076298332265,193556,6416,310707854.00,43700,22.58,34.15,-1.15
8-August-2017,1620.00,1621.00,1588.25,1603.40,1604.643724950504611521,207090,6116,332305669.00,60428,29.18,32.75,-16.60
7-August-2017,1629.60,1632.00,1612.80,1616.60,1621.435715589136084985,202763,7256,328767170.00,57799,28.51,19.20,-13.00
4-August-2017,1660.55,1663.20,1615.55,1622.50,1626.499936742669178216,284552,12820,462823810.00,104517,36.73,47.65,-38.05
3-August-2017,1629.90,1665.00,1616.90,1651.55,1648.020785073992554835,381187,11494,628204099.00,94839,24.88,48.10,21.65
2-August-2017,1608.60,1636.00,1605.00,1629.10,1625.680718461924746224,334548,8329,543868233.00,114296,34.16,31.00,20.50
1-August-2017,1623.85,1625.00,1591.60,1603.55,1605.076383372116729821,142243,6365,228310880.00,50441,35.46,33.40,-20.30
31-July-2017,1600.05,1618.00,1596.00,1613.85,1609.867411261345462853,192588,6395,310041145.00,57492,29.85,22.00,13.80
28-July-2017,1597.00,1605.00,1579.00,1594.25,1591.922901759517949885,228358,8293,363528330.00,62738,27.47,26.00,-2.75
27-July-2017,1629.95,1631.10,1591.00,1598.35,1614.657219719469638524,250169,7961,403937182.00,77407,30.94,40.10,-31.60
26-July-2017,1610.00,1629.95,1602.00,1621.90,1621.158426140326592815,744107,12009,1206315333.00,374277,50.30,27.95,11.90
25-July-2017,1626.70,1629.00,1600.00,1603.35,1611.358971264694190470,281744,8756,453990722.00,78316,27.80,29.00,-23.35
24-July-2017,1604.00,1624.80,1586.20,1616.10,1613.396473571957989421,793324,21312,1279946144.00,214100,26.99,38.60,12.10
21-July-2017,1554.00,1592.20,1544.40,1586.20,1573.737295672133968724,1975685,54115,3109209169.00,289301,14.64,47.80,32.20
20-July-2017,1540.00,1549.85,1521.05,1528.70,1535.701708267027720874,227482,5937,349344496.00,64552,28.38,28.80,-11.30
19-July-2017,1519.70,1540.80,1515.00,1533.50,1528.224203858007076817,140176,4640,214220356.00,37947,27.07,25.80,13.80
18-July-2017,1548.40,1551.50,1512.00,1519.90,1526.355973264521831080,253446,7240,386848816.00,89976,35.50,39.50,-28.50
17-July-2017,1534.30,1558.80,1534.30,1551.35,1549.991994406996104294,247452,8111,383548619.00,87024,35.17,24.50,17.05
14-July-2017,1522.00,1534.00,1515.25,1531.05,1526.834600213576700437,253773,7416,387469397.00,85833,33.82,18.75,9.05
13-July-2017,1510.00,1523.60,1506.70,1518.85,1516.746564667738142450,287454,7067,435994867.00,105299,36.63,16.90,8.85
12-July-2017,1498.80,1524.50,1496.00,1510.50,1512.914272601146348641,285428,8949,431828095.00,82390,28.87,28.50,11.70
11-July-2017,1500.00,1504.00,1487.05,1495.20,1495.982584235586692142,263784,5049,394616270.00,107781,40.86,16.95,-4.80
10-July-2017,1492.00,1508.00,1487.00,1492.45,1497.048221532204923982,1255041,27963,1878856897.00,694520,55.34,21.00,0.45
7-July-2017,1438.00,1497.00,1438.00,1490.80,1468.113958385908055849,677607,14622,994804295.00,294637,43.48,59.00,52.80
6-July-2017,1445.30,1449.95,1437.35,1441.40,1444.045856648345512971,161198,6728,232777304.00,56299,34.93,12.60,-3.90
5-July-2017,1427.20,1445.90,1427.00,1439.80,1439.914203720527428488,235558,5936,339183310.00,61401,26.07,18.90,12.60
4-July-2017,1387.50,1425.50,1387.50,1422.70,1408.752288487836354726,740773,8837,1043565659.00,155441,20.98,38.00,35.20
3-July-2017,1388.00,1394.00,1372.10,1384.10,1384.774532776168380034,195035,5238,270079501.00,65061,33.36,21.90,-3.90
30-June-2017,1392.90,1394.20,1375.10,1380.25,1381.645370871683811586,105279,3545,145458243.00,28657,27.22,19.10,-12.65
29-June-2017,1412.00,1418.00,1390.30,1392.90,1397.850003279811665925,137203,4952,191789214.00,38686,28.20,27.70,-19.10
28-June-2017,1438.30,1440.00,1396.15,1398.50,1408.789588010259742148,206243,5693,290552991.00,67009,32.49,43.85,-39.80
27-June-2017,1432.00,1440.05,1425.00,1435.90,1433.515854368932038834,412000,4632,590608532.00,278594,67.62,15.05,3.90
23-June-2017,1439.00,1441.70,1430.90,1435.00,1437.618098037854827035,403436,7378,579986895.00,268218,66.48,10.80,-4.00
22-June-2017,1430.00,1444.00,1428.65,1433.15,1437.650687679876023909,289088,6314,415607562.00,171814,59.43,15.35,3.15
21-June-2017,1410.00,1427.00,1405.60,1418.10,1418.013088376386181353,1373738,6014,1947978464.00,1215382,88.47,21.40,8.10
20-June-2017,1415.00,1422.60,1408.05,1412.25,1414.780466923791133167,580523,6953,821312601.00,476465,82.08,14.55,-2.75
19-June-2017,1391.90,1415.00,1391.00,1409.15,1410.311100465401568351,446711,10720,630001482.00,274186,61.38,24.00,17.25
16-June-2017,1388.80,1395.00,1370.10,1387.85,1382.310210835301669606,962742,8969,1330808097.00,698061,72.51,24.90,-0.95
15-June-2017,1362.00,1394.25,1360.00,1384.50,1381.671735222879985564,1008637,11358,1393605234.00,666298,66.06,34.25,22.50
14-June-2017,1318.00,1357.50,1315.75,1355.90,1346.743328608008823153,3489002,12379,4698790167.00,2977794,85.35,41.75,37.90
13-June-2017,1316.00,1327.00,1309.00,1312.60,1318.761825137236029657,122599,3979,161678881.00,43619,35.58,18.00,-3.40
12-June-2017,1329.50,1329.95,1317.50,1319.35,1321.401271399798590130,79440,3116,104972117.00,30168,37.98,12.45,-10.15
9-June-2017,1344.00,1352.00,1330.00,1335.50,1340.461046731158892322,188033,4881,252050912.00,52408,27.87,22.00,-8.50
8-June-2017,1340.00,1345.00,1328.10,1329.90,1332.542475159964625708,96115,3131,128077320.00,27339,28.44,16.90,-10.10
7-June-2017,1312.80,1343.20,1308.60,1339.20,1328.533061790449779010,161546,4683,214619202.00,53582,33.17,34.60,26.40
6-June-2017,1338.90,1338.90,1310.90,1313.40,1320.317324654028671519,120747,3988,159424356.00,43560,36.08,28.00,-25.50
5-June-2017,1325.00,1340.50,1315.75,1328.90,1324.159957264632300942,263014,3488,348272607.00,188336,71.61,24.75,3.90
2-June-2017,1330.05,1338.80,1316.60,1324.75,1325.887195721772102090,167733,5133,222395037.00,70969,42.31,22.20,-5.30
1-June-2017,1338.00,1339.95,1323.05,1328.50,1329.418269332711350480,141483,4392,188090085.00,61769,43.66,16.90,-9.50
31-May-2017,1368.00,1368.00,1336.00,1340.60,1354.208422180528963652,468501,3280,634448000.00,43368,9.26,32.00,-27.40
30-May-2017,1356.55,1364.30,1349.00,1358.85,1357.306474754258501740,131032,4000,177850582.00,44338,33.84,15.30,2.30
29-May-2017,1337.30,1365.90,1336.00,1356.55,1352.178447988374378579,452793,7297,612256936.00,273576,60.42,29.90,19.25
26-May-2017,1302.00,1344.05,1301.00,1335.80,1326.745147178301356165,320020,9974,424584982.00,94334,29.48,43.05,33.80
25-May-2017,1300.00,1311.75,1297.80,1302.90,1303.953156879217865748,108319,3824,141242902.00,34540,31.89,13.95,2.90
24-May-2017,1305.65,1313.50,1295.00,1297.00,1303.170460064759848893,148240,4124,193181989.00,34313,23.15,18.50,-8.65
23-May-2017,1324.00,1330.25,1301.50,1304.40,1312.360838577539930297,242172,5459,317817049.00,107905,44.56,28.75,-19.60
22-May-2017,1322.55,1333.35,1315.05,1323.75,1322.830565503306060961,221714,4582,293290056.00,131370,59.25,18.30,1.20
19-May-2017,1339.00,1339.00,1311.10,1318.50,1322.558161603467511316,155962,4820,206268816.00,44775,28.71,27.90,-20.50
18-May-2017,1346.80,1352.00,1323.30,1327.05,1335.856128530707437159,115770,3357,154652064.00,43231,37.34,28.70,-19.75
17-May-2017,1356.00,1364.85,1348.05,1352.40,1354.102976396874420404,124009,3540,167920956.00,38205,30.81,16.80,-3.60
16-May-2017,1345.00,1377.00,1341.80,1356.40,1359.889389593293147647,360825,7104,490682089.00,181866,50.40,35.20,11.40
15-May-2017,1354.50,1356.05,1334.50,1343.65,1344.340962871732421847,144526,4968,194292222.00,52931,36.62,21.55,-10.85
12-May-2017,1363.90,1363.90,1344.20,1350.85,1353.369796529822797278,389836,4123,527592268.00,297979,76.44,19.70,-13.05
11-May-2017,1361.60,1374.95,1352.25,1356.70,1360.013006449866473708,384194,4713,522508837.00,240652,62.64,22.70,-4.90
10-May-2017,1333.00,1363.00,1331.45,1359.50,1352.988800982703273541,452629,8244,612401968.00,167364,36.98,31.55,26.50
9-May-2017,1323.00,1333.00,1321.00,1330.60,1328.659498051849110816,183764,4441,244159784.00,72831,39.63,12.00,7.60
8-May-2017,1328.60,1339.60,1320.00,1321.95,1329.388276446164333569,580916,5138,772262920.00,442947,76.25,19.60,-6.65
5-May-2017,1361.00,1367.65,1325.05,1328.60,1343.476263634026613130,326756,9002,438988930.00,141416,43.28,42.60,-32.40
4-May-2017,1373.10,1379.50,1354.65,1358.75,1364.252010022985784328,202734,6072,276580267.00,64647,31.89,24.85,-14.35
3-May-2017,1375.25,1380.50,1365.00,1370.25,1370.942688074681494140,235239,4589,322499187.00,45943,19.53,15.50,-5.00
2-May-2017,1400.10,1402.00,1366.75,1370.90,1376.139386631716906946,286125,7663,393747882.00,121597,42.50,35.25,-29.20
28-April-2017,1409.05,1420.80,1390.50,1394.80,1403.238047905162739963,382297,5952,536453696.00,77456,20.26,30.30,-14.25
27-April-2017,1420.00,1424.70,1402.75,1408.05,1407.564016370024896388,269517,5885,379362431.00,114964,42.66,21.95,-11.95
26-April-2017,1435.10,1440.00,1403.15,1416.35,1422.112305179684459670,313494,9494,445823675.00,113313,36.15,36.85,-18.75
25-April-2017,1459.70,1465.00,1427.65,1432.50,1442.879336369157009038,627397,16687,905258167.00,167022,26.62,37.35,-27.20
24-April-2017,1410.00,1433.75,1400.10,1416.40,1417.986197467975129223,533960,14474,757147910.00,95816,17.94,33.65,6.40
21-April-2017,1375.20,1420.00,1373.05,1399.75,1404.983146901569301689,720639,19098,1012485650.00,202493,28.10,46.95,24.55
20-April-2017,1376.50,1386.90,1365.50,1369.40,1370.956889088957373870,288790,5348,395918640.00,160088,55.43,21.40,-7.10
19-April-2017,1371.00,1382.70,1358.25,1369.85,1369.987992719957852387,208790,6130,286039793.00,69643,33.36,24.45,-1.15
18-April-2017,1395.50,1410.00,1368.35,1370.45,1393.513839519516842539,358972,8648,500232450.00,100493,27.99,41.65,-25.05
17-April-2017,1367.70,1394.25,1365.00,1391.00,1379.502442606525648924,321378,8358,443341736.00,113007,35.16,29.25,23.30
13-April-2017,1352.00,1373.00,1348.00,1364.35,1365.041298844115745524,331002,9011,451831400.00,107697,32.54,25.00,12.35
12-April-2017,1388.80,1388.80,1351.05,1354.15,1363.660460589885552592,578519,10966,788903486.00,178050,30.78,37.75,-34.65
11-April-2017,1386.00,1400.30,1371.00,1374.10,1385.484628540212309795,364279,10098,504702955.00,85597,23.50,29.30,-11.90
10-April-2017,1416.00,1424.70,1378.00,1381.05,1395.771143275783206319,386967,9783,540117372.00,145746,37.66,46.70,-34.95
7-April-2017,1424.10,1433.75,1402.65,1405.55,1419.227064605343133685,672901,13510,954999311.00,275957,41.01,31.10,-18.55
6-April-2017,1409.70,1448.50,1402.70,1438.35,1429.715737626970462711,1043156,20749,1491416550.00,255690,24.51,45.80,28.65
5-April-2017,1388.00,1417.95,1380.80,1414.90,1401.903716991041018970,902558,21170,1265299415.00,290964,32.24,37.15,26.90
3-April-2017,1332.00,1380.00,1332.00,1371.20,1365.654534261590282330,999005,25037,1364295708.00,410822,41.12,48.00,39.20
31-March-2017,1270.00,1336.00,1268.95,1319.20,1306.174908166655115302,1673684,30483,2186124045.00,584998,34.95,67.05,49.20
30-March-2017,1255.00,1272.80,1254.05,1269.35,1265.490155324566286720,438308,7762,554674459.00,197630,45.09,18.75,14.35
29-March-2017,1250.05,1260.00,1234.10,1254.70,1245.714804130786801213,466255,9053,580820756.00,153478,32.92,25.90,4.65
28-March-2017,1255.05,1263.35,1237.00,1245.65,1248.700204040973076209,436677,8517,545278659.00,179728,41.16,26.35,-9.40
27-March-2017,1267.55,1278.50,1247.10,1250.75,1257.758210893394263543,888667,11812,1117728216.00,589152,66.30,31.40,-16.80
24-March-2017,1274.10,1291.65,1268.40,1286.20,1282.673145513269446143,676818,18050,868136273.00,416735,61.57,23.25,12.10
23-March-2017,1266.90,1277.75,1258.25,1274.10,1269.841418775924828578,295325,6880,375015917.00,141607,47.95,19.50,7.20
22-March-2017,1254.70,1266.00,1247.55,1259.50,1256.238293412947926326,265278,8090,333252382.00,69713,26.28,18.45,4.80
21-March-2017,1285.60,1285.60,1259.70,1263.80,1270.336729371108140710,245384,6363,311720308.00,95475,38.91,25.90,-21.80
20-March-2017,1301.00,1305.00,1277.15,1280.35,1294.668024204283425111,392188764,7284,507754252203.00,392028000,99.96,27.85,-20.65
17-March-2017,1305.00,1319.85,1298.55,1300.65,1303.658658267671800043,281621,7185,367137655.00,111546,39.61,21.30,-4.35
16-March-2017,1311.00,1311.00,1294.60,1297.35,1300.478291396567771010,306215,7513,398225960.00,132354,43.22,16.40,-13.65
15-March-2017,1289.40,1316.00,1283.25,1304.40,1283.964028845870526749,389306469,12817,499855502393.00,388938310,99.91,32.75,15.00
14-March-2017,1315.95,1319.10,1285.25,1289.40,1298.935830140282038437,596869,12512,775294530.00,292030,48.93,33.85,-26.55
10-March-2017,1293.95,1296.50,1261.50,1281.40,1282.529887098116452606,360490,8497,462339199.00,120414,33.40,35.00,-12.55
9-March-2017,1289.80,1298.00,1281.70,1287.35,1284.041776001986150006,397311380,12637,510164410001.00,396856492,99.89,16.30,-2.45
8-March-2017,1307.05,1310.00,1286.00,1291.90,1293.474065620398327683,793869,8816,1026848963.00,259467,32.68,24.00,-15.15
7-March-2017,1316.15,1326.75,1296.60,1304.80,1306.742570106027070217,1137634,19101,1486594777.00,607678,53.42,30.15,-11.35
6-March-2017,1268.00,1309.90,1265.45,1304.90,1299.028568227836883879,1196154,34540,1553838218.00,373845,31.25,44.45,36.90
3-March-2017,1237.00,1287.80,1237.00,1258.45,1268.360149110854087608,1194011,26509,1514435970.00,373635,31.29,50.80,21.45
2-March-2017,1236.00,1254.00,1225.65,1233.25,1241.070847611074335111,410896,14803,509951047.00,134217,32.66,28.35,-2.75
1-March-2017,1242.00,1244.90,1230.25,1234.15,1238.009141920970147167,822803,8805,1018637636.00,535858,65.13,14.65,-7.85
28-February-2017,1237.80,1247.85,1228.55,1238.25,1241.680658616904500548,1730900,19085,2149225052.00,1134096,65.52,19.30,0.45
27-February-2017,1187.00,1256.50,1187.00,1238.60,1241.070780231442086901,1340897,33448,1664148086.00,457703,34.13,69.50,51.60
23-February-2017,1213.90,1222.30,1179.20,1182.60,1196.635867065581310377,1089289,29427,1303482287.00,262061,24.06,43.10,-31.30
22-February-2017,1092.05,1212.00,1092.05,1207.65,1177.979625511155750053,3331421,86148,3924346062.00,1181467,35.46,119.95,115.60
21-February-2017,1072.30,1090.55,1072.30,1088.25,1083.763325731376097019,280191,8484,303660730.00,85602,30.55,18.25,15.95
20-February-2017,1070.00,1077.00,1066.25,1073.70,1074.099799138167669523,229511,4571,246517719.00,109826,47.85,10.75,3.70
17-February-2017,1066.00,1077.90,1059.00,1075.35,1071.050361698953469548,315041,7754,337424777.00,138359,43.92,18.90,9.35
16-February-2017,1052.00,1067.00,1052.00,1064.95,1061.613062105038211440,196538,6317,208647308.00,83705,42.59,15.00,12.95
15-February-2017,1053.00,1057.50,1046.05,1050.90,1052.697024342301549693,227916,5577,239926495.00,93038,40.82,11.45,-2.10
14-February-2017,1033.35,1052.50,1031.20,1048.25,1046.415031949759232473,273085,11919,285760249.00,113054,41.40,21.30,14.90
13-February-2017,1034.00,1035.00,1022.00,1028.35,1026.346863585666636712,189181,3841,194165326.00,106544,56.32,13.00,-5.65
10-February-2017,1035.00,1035.90,1025.95,1030.30,1030.980841761444777256,136547,5037,140777341.00,59006,43.21,9.95,-4.70
9-February-2017,1026.00,1034.45,1026.00,1032.70,1030.987383194047744983,141795,3424,146188856.00,65092,45.91,8.45,6.70
8-February-2017,1031.15,1038.45,1023.00,1025.65,1028.012978088738267401,192093,4366,197474097.00,83451,43.44,15.45,-5.50
7-February-2017,1040.30,1040.75,1027.60,1030.70,1032.207856429990739158,111221,3322,114803190.00,44567,40.07,13.15,-9.60
6-February-2017,1036.05,1043.90,1032.50,1040.10,1037.905306094795531625,501838,4223,520860323.00,426822,85.05,11.40,4.05
3-February-2017,1044.75,1050.10,1031.05,1033.70,1038.765253692999357739,118332,4317,122919170.00,40076,33.87,19.05,-11.05
2-February-2017,1047.05,1050.00,1038.55,1044.75,1044.302316937334998984,812495,3748,848490411.00,245141,30.17,11.45,-2.30
1-February-2017,1045.20,1050.85,1034.70,1049.20,1043.287399138315023513,253689,7810,264670537.00,70715,27.87,16.15,4.00
31-January-2017,1047.00,1053.90,1040.75,1043.40,1046.251421217000927145,163944,6732,171526643.00,70010,42.70,13.15,-3.60
30-January-2017,1025.15,1045.80,1024.90,1044.15,1035.179456206158475851,330309,11816,341929091.00,150671,45.62,20.90,19.00
27-January-2017,1019.70,1028.95,1019.00,1025.15,1024.807445025392139694,279811,6621,286752396.00,133367,47.66,9.95,5.45
25-January-2017,1035.00,1035.00,1016.10,1016.70,1018.821653533918600808,587082,10017,598131854.00,466620,79.48,18.90,-18.30
24-January-2017,1020.00,1030.00,1018.60,1027.55,1024.255342129593626599,115731,4701,118538095.00,35604,30.76,11.40,7.55
